요양기관명,종별코드명,시군구코드명,우편번호,주소,x좌표,y좌표
미애로여성의원,의원,대전서구,35240,대전광역시 서구 둔산로 121 3층 (둔산동),127.3874166,36.351539
미엘성형외과의원,의원,대전서구,35234,대전광역시 서구 대덕대로 198 6층 (둔산동),127.3783818,36.3504493
미의원,의원,대전유성구,34169,"대전광역시 유성구 계룡로 55 (봉명동, 401~405호)",127.3369319,36.3559277
미의원,의원,대전서구,35230,"대전광역시 서구 둔산로 34 씨엔씨타워 502,503호 (둔산동)",127.37752,36.35137
미즈모아산부인과의원,의원,대전서구,35382,대전광역시 서구 관저로 158 (관저동),127.3393839,36.2987194
미즈소아청소년과의원,의원,대전서구,35262,대전광역시 서구 문정로48번길 58 5층 (탄방동),127.3842069,36.3439502
미즈아이소아청소년과의원,의원,대전서구,35262,"대전광역시 서구 문정로2번길 95 3층 (탄방동, 주안빌딩)",127.3853747,36.3433025
미즈의원,의원,대전서구,35262,"대전광역시 서구 문정로2번길 95 2층 (탄방동, 주안빌딩)",127.3853747,36.3433025
미탐의원,의원,대전서구,35230,대전광역시 서구 대덕대로 197 (둔산동),127.3777058,36.3508832
미하이의원,의원,대전유성구,34189,"대전광역시 유성구 계룡로 150 4층 401호 (봉명동, 코젤병원 건물내)",127.3469003,36.35179
민가정의학과의원,의원,대전동구,34704,대전광역시 동구  산내로 1317 (낭월동),127.4674689,36.2810621
민들레안과의원,의원,대전동구,34610,대전광역시 동구 동대전로 81 (대동),127.4430566,36.3300034
민들레의료복지사회적협동조합민들레의원,의원,대전대덕구,34383,대전광역시 대덕구 계족로663번길 26 1층 (법동),127.4273365,36.3707214
민들레제일안과의원,의원,대전중구,34909,대전광역시 중구 계백로 1715 501호 (오류동),127.4098107,36.3220645
민이비인후과의원,의원,대전중구,35032,"대전광역시 중구 대종로 310 402호 (부사동, 동양빌딩)",127.4349167,36.3136535
민재활의학과의원,의원,대전유성구,34019,"대전광역시 유성구 테크노4로 133 V샤르망 5,6,7층 502,601,701호 (관평동)",127.3882429,36.4229577
바른손외과의원,의원,대전중구,35023,대전광역시 중구 보문로 78 (부사동),127.432534,36.3135489
바른정형외과의원,의원,대전동구,34508,"대전광역시 동구 동대전로 270 2층,4층 (가양동)",127.4463048,36.3452114
박가정의학과의원,의원,대전중구,34973,대전광역시 중구 계백로 1592 2층 202호 (유천동),127.3971056,36.3179799
박기서내과의원,의원,대전중구,34814,대전광역시 중구 목중로 12 (중촌동),127.4123795,36.3354601
박만수비뇨기과의원,의원,대전대덕구,34406,대전광역시 대덕구 계족산로5번길 115 2층 (법동),127.4304354,36.3670899
박붕연내과의원,의원,대전유성구,34068,대전광역시 유성구 반석로 23 (반석동),127.3121865,36.3913013
박비뇨기과의원,의원,대전서구,35234,대전광역시 서구 대덕대로176번길 9 8층 (둔산동),127.3776039,36.3486834
박상철신경과의원,의원,대전서구,35240,대전광역시 서구 문예로 65 5층 (둔산동),127.3898481,36.3525766
박승억내과의원,의원,대전서구,35256,대전광역시 서구 탄방로7번길 65 2층 (탄방동),127.3939525,36.3462882
박안과의원,의원,대전서구,35402,대전광역시 서구 계백로 1440 2층 (도마동),127.3811345,36.3133029
박언우이비인후과의원,의원,대전서구,35250,대전광역시 서구 문정로 174 2층 (둔산동),127.3954812,36.3497795
박이비인후과의원,의원,대전중구,34815,대전광역시 중구 동서대로 1403 2층 (목동),,
박인수내과의원,의원,대전중구,34974,대전광역시 중구 계백로 1568 (유천동),127.3945272,36.3173965
박재활의학과의원,의원,대전동구,34593,대전광역시 동구 우암로 172 (성남동),127.4366337,36.340955
박준철내과의원,의원,대전서구,35230,대전광역시 서구 대덕대로 199 3층 (둔산동),127.3777972,36.3510361
박중진내과의원,의원,대전동구,34625,대전광역시 동구 대전천동로 576 (중동),127.4279304,36.3316624
박찬권내과의원,의원,대전동구,34663,대전광역시 동구 동부로73번길 6 (판암동),127.4608855,36.3225323
박쾌종소아과의원,의원,대전유성구,34052,대전광역시 유성구 엑스포로 481 (전민동),127.4045603,36.3992871
박훈영내과의원,의원,대전서구,35335,대전광역시 서구 도산로 51 2층 (도마동),127.3795337,36.3134096
반도정형외과의원,의원,대전대덕구,34390,대전광역시 대덕구 계족로 587 (중리동),127.430547,36.3640115
반석내과영상의학과의원,의원,대전유성구,34068,"대전광역시 유성구 반석로 16 6,9층 (반석동, 반석크리닉빌딩)",127.3126642,36.3918614
반석마취통증의학과의원,의원,대전유성구,34068,"대전광역시 유성구 반석로 9 더존타워 2층 201,202호 (반석동)",127.4320965,36.36177898
반석이비인후과의원,의원,대전유성구,34068,대전광역시 유성구 반석로 16 (반석동),127.3126642,36.3918614
반석편한신경외과의원,의원,대전유성구,34068,대전광역시 유성구 반석로 23 제일프라자 2층 201호 202호 (반석동),,
밝은눈세상의원,의원,대전유성구,34068,대전광역시 유성구 반석로 16 (반석동),127.3126642,36.3918614
밝은성모안과의원,의원,대전서구,35401,대전광역시 서구 도산로 45 302호 (도마동),127.3803034,36.3126705
밝은이비인후과의원,의원,대전서구,35230,"대전광역시 서구 대덕대로 183 4층 (둔산동, DS클리닉)",127.3769602,36.3496696
밝은햇살내과의원,의원,대전서구,35264,대전광역시 서구 계룡로 599 MG한밭빌딩 2층 (탄방동),127.3901908,36.3412676
방도석내과의원,의원,대전동구,34512,대전광역시 동구 충정로 137 2층 (자양동),127.4492106,36.3427503
방문권내과의원,의원,대전중구,34900,대전광역시 중구 계백로 1613 (유천동),127.3991973,36.3191278
배내과의원,의원,대전중구,34818,"대전광역시 중구 목동로 37 2층 210,211,212,213호 (목동, 목양아파트 상가)",127.4055106,36.3349579
배내과의원,의원,대전유성구,34230,"대전광역시 유성구 진잠로42번길 111 (원내동,원내빌딩 2층)",127.3199289,36.2986503
배사랑내과의원,의원,대전서구,35241,"대전광역시 서구 둔산중로 38 6층 603호 (둔산동, 둔산메트로존)",127.3872546,36.3499147
배재누리정형외과의원,의원,대전서구,35328,대전광역시 서구 배재로 196 1층 (도마동),127.3706691,36.3259115
배재지안이비인후과의원,의원,대전서구,35344,대전광역시 서구 배재로 175 3층 (도마동),,
백낙천신경과의원,의원,대전서구,35401,대전광역시 서구 도산로 45 502호 (도마동),127.3803034,36.3126705
백세성모정형외과의원,의원,대전서구,35311,대전광역시 서구 도산로 286 (가장동),127.3855871,36.3320009
백제정형외과의원,의원,대전중구,35033,대전광역시 중구 보문로 35 (문창동),127.4370027,36.3137198
버드내내과의원,의원,대전중구,34890,"대전광역시 중구 태평로 15 307호 (태평동, 버드내상가)",127.388705,36.3179497
버드내정신건강의학과의원,의원,대전중구,34966,대전광역시 중구 계백로 1600 3층 302호 (유천동),,
법동한빛소아과의원,의원,대전대덕구,34383,"대전광역시 대덕구 계족로 667 3층 (법동, 282-3 대덕빌딩)",127.4284583,36.3709069
베스트이비인후과의원,의원,대전대덕구,34401,"대전광역시 대덕구 동춘당로94번길 11-21 401호 (송촌동, 송촌은혜프라자)",127.4392157,36.3662142
벨라의원,의원,대전중구,34906,대전광역시 중구 오류로 31 서대전역우방아이유쉘스카이팰리스 103동 209호 (오류동),127.4042305,36.3234829
벨라쥬여성의원,의원,대전서구,35229,대전광역시 서구 둔산로31번길 38 우전빌딩 3층 (둔산동),127.3842069,36.3439502
별이성형외과의원,의원,대전유성구,34179,"대전광역시 유성구 계룡로 92 2층 227호 (봉명동, 유성CJ나인파크)",127.3405945,36.3534745
보건의원,의원,대전중구,34914,대전광역시 중구 중앙로138번길 25 5층 (대흥동),127.4259209,36.3273919
보경미의원,의원,대전유성구,34018,대전광역시 유성구 테크노4로 105 (관평동),127.3897584,36.4253029
보니엘의원,의원,대전서구,35230,"대전광역시 서구 대덕대로 203 9층 (둔산동, 둔산미래빌딩)",127.3779281,36.3512445
보다안과의원,의원,대전서구,35241,대전광역시 서구 둔산중로 50 파이낸스빌딩 5층 (둔산동),127.3872936,36.3510089
복음내과의원,의원,대전서구,35250,대전광역시 서구 문정로 178 2층 (둔산동),127.3954867,36.3500318
본이비인후과의원,의원,대전대덕구,34305,"대전광역시 대덕구 대덕대로 1591-1 2층 (석봉동, 로하스빌딩)",127.4247092,36.4505922
본정형외과의원,의원,대전중구,35012,"대전광역시 중구 보문산로 61 2,4층 (산성동)",127.3871772,36.3050823
봄소아청소년과의원,의원,대전서구,35382,대전광역시 서구 구봉로 125 스카이프라자 204호(관저동),127.3369463,36.296682
부라보성형외과의원,의원,대전서구,35268,대전광역시 서구 계룡로 550 3층 (괴정동),127.3847603,36.3424943
분도내과의원,의원,대전유성구,34019,대전광역시 유성구 테크노4로 137 (관평동),127.3879665,36.4225638
뷰라인의원,의원,대전동구,34695,대전광역시 동구 은어송로 58 글로리타워 2층 (가오동),127.4559283,36.3060427
브이유의원,의원,대전서구,35229,대전광역시 서구 대덕대로233번길 36 라온채빌딩 3층 (둔산동),127.3773253,36.3537583
비엔엠정신과의원,의원,대전대덕구,34401,"대전광역시 대덕구 동춘당로94번길 11-7 3층 303호 (송촌동, 광혜빌딩)",127.4396741,36.3658722
비엔피신경과의원,의원,대전유성구,34188,대전광역시 유성구 계룡로132번길 10 2층 209호 (봉명동),127.3446323,36.3522995
비엠엘의원,의원,대전유성구,34187,대전광역시 유성구 계룡로141번길 30-12 (봉명동),127.3471124,36.3535136
빈기태내과의원,의원,대전동구,34524,대전광역시 동구 용운로 161 (용운동),127.4603499,36.328101
사)대한산업보건협회부설충남의원,의원,대전대덕구,34301,대전광역시 대덕구 대덕대로 1403 1층 (문평동),127.4051779,36.4460103
사)한국건강관리협회건강증진의원,의원,대전서구,35264,대전광역시 서구 계룡로 611 (탄방동),127.3910743,36.3405795
사)한국한센복지협회대전충남지부부설복지의원,의원,대전대덕구,34354,대전광역시 대덕구 대전로 1424 (읍내동),127.4236384,36.3798804
사단법인경찰공제회대전의원,의원,대전동구,34711,대전광역시 동구 산서로1660번길 90 (대별동),127.4617557,36.2849672
사단법인대한결핵협회대전세종충남지부부설복십자의원,의원,대전중구,34931,대전광역시 중구 충무로 145 대한결핵협회 (부사동),127.4325811,36.3201242
사랑으로의원,의원,대전유성구,34182,대전광역시 유성구 월드컵대로275번길 39 2층 (구암동),127.3313977,36.3503876
사회복지법인 척척의원,의원,대전동구,34695,대전광역시 동구 은어송로 56 3층 (가오동),127.4557219,36.3059007
사회복지법인한사랑복지재단한마음의원,의원,대전중구,35061,대전광역시 중구 대종로 203 2층 (석교동),127.4444021,36.3081032
삼부의원,의원,대전중구,34885,"대전광역시 중구 태평로 83 2층 (태평동, 삼부스포렉스)",127.3937376,36.3241132
삼성공감정신건강의학과의원,의원,대전유성구,34086,대전광역시 유성구 노은로 166 계룡프라자 504호 (지족동),,
삼성송암내과의원,의원,대전서구,35236,"대전광역시 서구 둔산북로 121 1층 101호 (둔산동, 아너스빌)",127.3878585,36.3562303
삼성스마일안과의원,의원,대전서구,35230,대전광역시 서구 대덕대로 203 10층 (둔산동),127.3779281,36.3512445
삼성외과의원,의원,대전서구,35234,"대전광역시 서구 대덕대로176번길 9 6,7층 (둔산동)",127.3776039,36.3486834
삼성우리내과의원,의원,대전유성구,34117,대전광역시 유성구 신성남로 45 3층 301호 (신성동),127.3499315,36.3865997
삼성의원,의원,대전대덕구,34417,대전광역시 대덕구 비래동로 37 (비래동),127.4507225,36.3572454
삼성의원,의원,대전중구,34857,"대전광역시 중구 선화로 9 2,3,4층 (용두동)",127.4107733,36.3251105
삼성이비인후과의원,의원,대전동구,34553,대전광역시 동구 동서대로 1629-6 2층 (홍도동),127.3822926,36.3335036
삼성재활의학과의원,의원,대전서구,35250,대전광역시 서구 둔산로 228 2층 (둔산동),127.3991292,36.3509708
삼성진비뇨의학과의원,의원,대전동구,34629,대전광역시 동구 대전로 782-1 2층 (원동),,
삼성행복한내과의원,의원,대전동구,34552,대전광역시 동구 계족로 412 (용전동),127.4323421,36.3483979
삼성흉부외과의원,의원,대전서구,35230,대전광역시 서구 대덕대로 183 2층 (둔산동),127.3769602,36.3496696
상상의원,의원,대전서구,35233,대전광역시 서구 대덕대로 216 3층 303호 (둔산동),,
상쾌한내과의원,의원,대전중구,34909,대전광역시 중구 계백로 1711-1 2층 (오류동),127.409563,36.3219132
상쾌한장사랑내과의원,의원,대전서구,35335,대전광역시 서구 도산로 63 도마정형외과 1층 (도마동),127.3792459,36.3141584
새로운신경과의원,의원,대전동구,34648,대전광역시 동구 동대전로 80 4~5층 (대동),,
새마음연합의원,의원,대전서구,35322,"대전광역시 서구 도산로 159 2층 (변동, 신성빌딩)",127.3777577,36.3227585
새봄산부인과의원,의원,대전유성구,34009,대전광역시 유성구 봉산로 23 (송강동),127.386779,36.435546
새봄안과의원,의원,대전유성구,34188,대전광역시 유성구 계룡로 114 BYC빌딩  7층 704호~707호호 (봉명동),127.3429573,36.3526557
새살로외과의원,의원,대전유성구,34188,대전광역시 유성구 계룡로 120 4층 401호 (봉명동),127.3437349,36.3526462
새서울내과영상의학과의원,의원,대전중구,34944,"대전광역시 중구 계룡로 901 1,2,3,4,별2층 (문화동)",127.4137783,36.321862
새송촌성모내과의원,의원,대전대덕구,34401,"대전광역시 대덕구 동춘당로94번길 11-15 302호 (송촌동, 송촌프라자)",127.4394288,36.3660374
새아산부인과의원,의원,대전대덕구,34306,대전광역시 대덕구 신탄진로 847 (신탄진동),127.4284227,36.4530603
새일의원,의원,대전대덕구,34322,대전광역시 대덕구 대덕대로1470번길 37 2층 (목상동),127.4125486,36.4472407
샘머리성모소아청소년과의원,의원,대전서구,35205,"대전광역시 서구 청사로 281 3층 308호 (둔산동, 샘머리아파트2단지)",127.393822,36.3615949
생명사랑산부인과의원,의원,대전서구,35382,"대전광역시 서구 구봉로 139 밀리온2 201,202호 (관저동)",127.3385674,36.2967984
샤인빔의원,의원,대전서구,35233,대전광역시 서구 대덕대로 216 4층 401호 (둔산동),,
샤인톡스의원,의원,대전서구,35233,대전광역시 서구 대덕대로 226 명동프라자 8층 (둔산동),127.3798434,36.3526605
서강의원,의원,대전서구,35387,대전광역시 서구 계백로1158번길 9 2층 (가수원동),127.3522371,36.3042847
서대전속편한내과의원,의원,대전중구,34944,대전광역시 중구 중앙로 10 (문화동),127.4134732,36.3223728
서부성모의원,의원,대전중구,34980,대전광역시 중구 대둔산로 470 (산성동),127.3887195,36.3109493
서울가정의학과의원,의원,대전서구,35321,대전광역시 서구 변동로 49 (변동),127.378827,36.3257936
서울굿내과의원,의원,대전서구,35378,대전광역시 서구 관저로 157 하이존 2층 206호 (관저동),127.3397644,36.299313
서울내과의원,의원,대전중구,34807,대전광역시 중구 목중로54번길 50 2층 (중촌동),127.408742,36.3403702
서울내과의원,의원,대전동구,34628,"대전광역시 동구 대전로 787 2층, 3층 (중동)",127.4331492,36.3298247
서울마취통증의학과의원,의원,대전서구,35264,대전광역시 서구 계룡로 605 5층 (탄방동),127.3905607,36.3409344
서울봄영상의학과의원,의원,대전유성구,34188,대전광역시 유성구 계룡로 114 8층 4호 (봉명동),127.3429573,36.3526557
서울뷰의원,의원,대전유성구,34185,"대전광역시 유성구 대학로 44 3층 301,302,303,304호 (봉명동)",127.3433919,36.3576218
서울비뇨기과의원,의원,대전중구,34914,대전광역시 중구 중앙로 136-1 2층 (대흥동),127.4249779,36.3281108
서울삼성내과의원,의원,대전서구,35368,"대전광역시 서구 도안동로 3 5층 (가수원동, 리더스프라자)",127.3526723,36.3055523
서울수정신건강의학과의원,의원,대전서구,35260,대전광역시 서구 둔산남로 94 로고스빌딩 803호 (탄방동),127.3879145,36.3486905
서울아산이비인후과의원,의원,대전서구,35382,"대전광역시 서구 구봉로 139 304,305,306,307호 (관저동)",127.3385674,36.2967984
서울아산재활의학과의원,의원,대전유성구,34168,대전광역시 유성구 대학로 9 3층 (봉명동),127.3414319,36.3547108
서울안과의원,의원,대전유성구,34018,"대전광역시 유성구 테크노4로 105 304,305호 (관평동)",127.3897584,36.4253029
서울영상의학과의원,의원,대전서구,35261,"대전광역시 서구 문정로 30 지하1층,4층 (탄방동)",127.3828729,36.3463558
서울예사랑내과의원,의원,대전서구,35363,대전광역시 서구 관저북로13번길 23-12 한빛빌딩 5층 (관저동),127.3354989,36.3024383
서울외과의원,의원,대전동구,34552,대전광역시 동구 동서대로 1651 (용전동),127.4332542,36.3482583
서울이비인후과의원,의원,대전동구,34610,대전광역시 동구 동대전로 81 4층 (대동),127.4430566,36.3300034
서울정신건강의학과의원,의원,대전서구,35203,대전광역시 서구 대덕대로 396 4층 (만년동),127.3799752,36.3682122
서울정형외과의원,의원,대전중구,34944,대전광역시 중구 계룡로 901 (문화동),127.4137783,36.321862
서울조인스정형외과의원,의원,대전서구,35265,"대전광역시 서구 대덕대로 164 2,7층 (갈마동)",127.3766612,36.3476658
서울중앙의원,의원,대전서구,35394,"대전광역시 서구 계백로 1282 B1,1~5층 (정림동)",127.3654558,36.307649
서울하정외과의원,의원,대전서구,35230,대전광역시 서구 대덕대로 203 미래빌딩 6층 601호 (둔산동),127.3779281,36.3512445
서울항외과의원,의원,대전서구,35264,대전광역시 서구 계룡로 633 7층 (탄방동),127.3928633,36.3390543
서울현정형외과의원,의원,대전동구,34675,대전광역시 동구 옥천로 177 2층 (판암동),,
서재형내과의원,의원,대전중구,35036,대전광역시 중구 대종로 218 (석교동),127.4434176,36.3092397
서정수재활의학과의원,의원,대전중구,34892,대전광역시 중구 동서대로 1218 6층 (태평동),127.3952896,36.3255391
선내과의원,의원,대전서구,35402,대전광역시 서구 계백로 1442 3층 (도마동),127.3813417,36.3133968
선사내과의원,의원,대전서구,35214,"대전광역시 서구 청사로 121 지하1,지상2층 (월평동)",127.3772719,36.3600497
선사성형외과의원,의원,대전서구,35214,대전광역시 서구 청사로 121 (월평동),127.3772719,36.3600497
선사소아청소년과의원,의원,대전서구,35214,대전광역시 서구 청사로 121 (월평동),127.3772719,36.3600497
선사신경외과의원,의원,대전서구,35220,대전광역시 서구 청사서로 10 1층 (월평동),127.3769021,36.3586948
선사여성의원,의원,대전서구,35220,대전광역시 서구 청사서로 14 4층 (월평동),127.3768897,36.3591252
선사영상의학과의원,의원,대전서구,35214,대전광역시 서구 청사로 121 3층 (월평동),127.3772719,36.3600497
선산부인과의원,의원,대전유성구,34176,"대전광역시 유성구 계룡로 24 (구암동, 선산부인과)",127.3336169,36.3557157
설여성의원,의원,대전서구,35230,대전광역시 서구 대덕대로 203 7층 (둔산동),127.3779281,36.3512445
성내과의원,의원,대전유성구,34139,대전광역시 유성구 어은로48번길 1 (어은동),127.3571873,36.3627547
성누가재활의학과의원,의원,대전서구,35304,"대전광역시 서구 계룡로 650 2,4층 (용문동)",127.3935609,36.3375969
성모가정의원,의원,대전중구,34938,대전광역시 중구 보문로 170 1층 (대흥동),127.4256704,36.3182271
성모가정의학과의원,의원,대전중구,35076,대전광역시 중구 대종로 63 1층 (옥계동),127.1006753,36.1304341
성모내과의원,의원,대전서구,35281,대전광역시 서구 신갈마로 118 1층 (갈마동),127.3688374,36.3441457
성모내과의원,의원,대전대덕구,34311,대전광역시 대덕구 신탄진로 814 (신탄진동),127.4293543,36.450098
성모눈빛안과의원,의원,대전동구,34553,"대전광역시 동구 동서대로 1629-6 3층 (홍도동, 하나은행)",127.4314422,36.3475192
성모마취통증의학과의원,의원,대전중구,35033,대전광역시 중구 대종로 302 3층 (문창동),127.435521,36.3130862
성모비뇨기과의원,의원,대전유성구,34086,"대전광역시 유성구 노은로 170 (지족동,스타시티)",127.3184267,36.3748013
성모성형외과의원,의원,대전서구,35264,대전광역시 서구 계룡로 605 8층 (탄방동),127.3905607,36.3409344
성모수마취통증의학과의원,의원,대전대덕구,34318,대전광역시 대덕구 석봉로37번길 62 3층 (석봉동),127.4263612,36.4502249
성모안과의원,의원,대전유성구,34171,"대전광역시 유성구 유성대로 770 (장대동, SM클리닉 3층,8층)",127.3361746,36.3607622
성모영상의학과의원,의원,대전동구,34634,대전광역시 동구 보문로 4 3층 (효동),127.4400922,36.3154081
성모외과의원,의원,대전유성구,34230,대전광역시 유성구 진잠로78번길 70 (원내동),127.3199159,36.2991722
성모윌마취통증의학과의원,의원,대전서구,35382,"대전광역시 서구 구봉로131번길 49 3층 304,305호 (관저동)",,
성모의원,의원,대전중구,35003,"대전광역시 중구 산성로 108-19 203호 (문화동, 주공3단지상가)",127.3999288,36.3096653
성모자애산부인과의원,의원,대전대덕구,34379,대전광역시 대덕구 대전로1177번길 63-8 (오정동),127.4119684,36.3588295
성모정신건강의학과의원,의원,대전동구,34628,대전광역시 동구 대전로 779 (원동),127.4335151,36.3291499
성모정신건강의학과의원,의원,대전중구,34892,대전광역시 중구 동서대로 1218 3층 (태평동),127.3952896,36.3255391
성모정형외과마취통증의학과의원,의원,대전중구,34849,"대전광역시 중구 동서대로 1388 117,117-1,148-3호 (목동, 금호한사랑아파트)",127.4129933,36.3316265
성모척척마취통증의학과의원,의원,대전중구,34966,대전광역시 중구 계백로 1600 4.5층 (유천동),127.3975512,36.3187763
성모플러스연합의원,의원,대전동구,34695,대전광역시 동구 동구청로 89-2 제이타워 8~10층 (가오동),,
성모피부과의원,의원,대전중구,34832,대전광역시 중구 중앙로 165 (은행동),127.4276967,36.329557
성모훼밀리의원,의원,대전서구,35404,대전광역시 서구 복수북로 42 2층 (복수동),127.3745644,36.3079296
성민내과의원,의원,대전서구,35271,대전광역시 서구 대덕대로167번길 5 3층 (갈마동),127.3760139,36.3483252
성범진피부과의원,의원,대전중구,34973,대전광역시 중구 계백로 1592 (유천동),127.3971056,36.3179799
성비뇨기과의원,의원,대전대덕구,34318,대전광역시 대덕구 석봉로37번길 60-19 2층 (석봉동),127.429794,36.4479989
성시경내과의원,의원,대전서구,35209,"대전광역시 서구 청사로 228 201호 (둔산동, 청사오피스텔)",127.3890959,36.3594201
성심내과의원,의원,대전대덕구,34388,대전광역시 대덕구 중리로75번길 22-24 1층 (중리동),127.42487,36.3659988
성심소아과의원,의원,대전중구,34973,대전광역시 중구 계백로 1596 (유천동),127.3972731,36.3181668
성애참의원,의원,대전유성구,34227,대전광역시 유성구 원내로 57 3층 (원내동),127.3190899,36.2997689
세계로내과의원,의원,대전유성구,34145,"대전광역시 유성구 한밭대로 138 3층 전체호 (노은동, 노블레스)",127.3158205,36.3663811
세계영상의학과의원,의원,대전중구,34909,대전광역시 중구 계백로 1731 제일가구프라자 2층 (오류동),127.4117014,36.3226045
세광의원,의원,대전서구,35244,"대전광역시 서구 둔산북로 215 307호 (둔산동, 가람아파트상가)",127.3975353,36.3566824
세느산부인과의원,의원,대전서구,35268,대전광역시 서구 계룡로 550 4층 (괴정동),127.3847603,36.3424943
세란의원,의원,대전서구,35404,"대전광역시 서구 복수서로 50 201,202호 (복수동, 삼익목화B상가)",127.374062,36.3086
세란의원,의원,대전중구,34998,대전광역시 중구 문화로 172 (문화동),127.4044492,36.3141431
세림소아청소년과의원,의원,대전유성구,34209,대전광역시 유성구 학하서로20번길 21 201호 (계산동),127.3036784,36.34229
세브란스내과의원,의원,대전대덕구,34418,대전광역시 대덕구 비래동로 20 (비래동),127.4502398,36.3556123
세브란스산부인과의원,의원,대전서구,35263,대전광역시 서구 문정로 88 2~8층 (탄방동),127.3889651,36.3464756
세브란스소아청소년과의원,의원,대전서구,35334,대전광역시 서구 도산로 119 (도마동),127.3775844,36.3189133
세브란스의원,의원,대전중구,34811,"대전광역시 중구 목중로 53 2,3층 (목동)",127.4087411,36.3379453
세이브외과의원,의원,대전중구,34908,대전광역시 중구 계룡로 832 2층 (오류동),127.4078555,36.3258495
세이연합내과의원,의원,대전중구,34910,대전광역시 중구 계백로 1683 2층 (오류동),127.4065144,36.3209859
세이유외과의원,의원,대전서구,35241,"대전광역시 서구 둔산중로 50 파이낸스빌딩 1601~1604,1701호 (둔산동)",127.3872936,36.3510089
세이플러스이비인후과의원,의원,대전중구,34910,대전광역시 중구 계백로 1683 3층 (오류동),127.4065144,36.3209859
세인연합의원,의원,대전서구,35402,"대전광역시 서구 계백로 1436 4,5층 (도마동)",127.3808317,36.3131448
세인트의원,의원,대전유성구,34071,대전광역시 유성구 지족로 373 한남대학교 지족빌딩 (지족동),127.3175488,36.3872208
세일플러스의원,의원,대전중구,35065,"대전광역시 중구 대종로 169 1,2,3층 (석교동)",127.4474951,36.306419
세종가정의학과의원,의원,대전서구,35363,"대전광역시 서구 관저북로 15 2,3층 201,202,203,302,303호 (관저동, D&A프라자)",127.3367277,36.3032494
세종영상의학과의원,의원,대전서구,35402,"대전광역시 서구 계백로 1436 1,2층 (도마동)",127.3808317,36.3131448
세종정신과의원,의원,대전중구,34836,대전광역시 중구 보문로 298 (선화동),127.4205888,36.3292941
세형정형외과의원,의원,대전대덕구,34317,대전광역시 대덕구 석봉로3번길 35 (석봉동),127.4213933,36.4485368
센트럴비뇨기과의원,의원,대전중구,34909,대전광역시 중구 계룡로 876 5층 501호 (오류동),127.4110486,36.3231872
소망내과의원,의원,대전서구,35270,대전광역시 서구 갈마중로 11 1층 (갈마동),127.3705237,36.3476967
소망연합내과의원,의원,대전서구,35300,"대전광역시 서구 계룡로 628 3층,4층 (용문동)",127.3917029,36.3391117
소망의원,의원,대전동구,34603,대전광역시 동구 계족로 255 (소제동),127.4388968,36.335553
소망정신건강의학과의원,의원,대전중구,34838,"대전광역시 중구 중앙로137번길 31 지하1,1,3~5층 (선화동)",127.4238539,36.329416
소중한배내과의원,의원,대전동구,34675,대전광역시 동구 옥천로 183 판암퍼스트타워 5층 509~514호 (판암동),127.460282,36.3179341
소중한빛안과의원,의원,대전서구,35264,대전광역시 서구 계룡로 605 201호 (탄방동),127.3905607,36.3409344
속속봄내과의원,의원,대전서구,35241,대전광역시 서구 문예로 39 남전빌딩 2층 (둔산동),,
속튼튼내과의원,의원,대전동구,34637,대전광역시 동구 동대전로46번길 11 3층 (대동),127.4403164,36.3279168
속편한내과의원,의원,대전서구,35240,"대전광역시 서구 둔산중로 74 6층 (둔산동, 인곡타워)",127.3871254,36.3533052
손정형외과의원,의원,대전중구,34941,대전광역시 중구 보문로 239 (대흥동),127.4223805,36.3238877
솔마음정신건강의학과의원,의원,대전중구,34914,대전광역시 중구 대종로 485 2층 (대흥동),127.426192,36.3276686
송강내과의원,의원,대전유성구,34009,대전광역시 유성구 구즉로 72 (송강동),127.3861554,36.4351507
송강복음내과의원,의원,대전유성구,34009,"대전광역시 유성구 봉산로 1 (송강동, 화인빌딩 3층)",127.3882118,36.4342005
송강하나의원,의원,대전유성구,34008,"대전광역시 유성구 송강로42번길 61 (송강동, 송강청솔아파트)",127.3825476,36.4361819
송도외과의원,의원,대전중구,34909,"대전광역시 중구 계백로 1711-1 3,6~10층 B101호 (오류동)",127.409563,36.3219132
송재정형외과의원,의원,대전중구,34973,"대전광역시 중구 계백로 1592 5,6층 (유천동)",127.3971056,36.3179799
송재활의학과의원,의원,대전서구,35294,대전광역시 서구 갈마로 257 2층 (괴정동),127.3824753,36.3333765
송촌가정의학과의원,의원,대전대덕구,34401,"대전광역시 대덕구 동춘당로94번길 11-21 4층 (송촌동, 은혜프라자)",127.4392157,36.3662142
송촌산부인과의원,의원,대전대덕구,34408,대전광역시 대덕구 송촌북로16번길 57 (송촌동),127.4392513,36.3652151
송촌정형외과의원,의원,대전대덕구,34401,"대전광역시 대덕구 동춘당로94번길 11-27 2층 (송촌동, 하나로프라자)",127.4389584,36.3664181
수내과의원,의원,대전중구,34994,대전광역시 중구 문화로 54 2층 (산성동),127.3920041,36.310665
수내과의원,의원,대전유성구,34140,"대전광역시 유성구 어은로 57 (어은동, 한빛아파트)",127.3561171,36.3650212
수목토연합의원,의원,대전서구,35355,"대전광역시 서구 도안동로 177 206호 (도안동, 수목토아파트상가)",127.3456578,36.3195409
